host_name;asn;asn_v4;asn_v6;country_code;address_v4;address_v6
wirehive01.ring.nlnog.net;56730;;;GB;134.0.17.134;2a03:b980:c037::1
solnet01.ring.nlnog.net;9044;;;CH;82.220.3.51;2001:1680:2:100:3:51:0:10
dna01.ring.nlnog.net;16086;;;FI;62.78.96.149;2001:14b8:1000:1::c:100
rnp01.ring.nlnog.net;1916;;;BR;200.133.192.67;2001:12f0:d00:1::1916:93
icanndns01.ring.nlnog.net;40528;;;US;192.0.33.158;2620:0:2d0:203::158
sggs01.ring.nlnog.net;24482;;;SG;203.175.175.197;2405:4200:100:10::197
afilias01.ring.nlnog.net;12041;;;NL;199.10.66.229;2001:500:f1:500::229
bdhub01.ring.nlnog.net;58656;;;BD;103.12.179.48;2404:d900:0:a::48
sidn01.ring.nlnog.net;1140;;;NL;193.176.144.164;2a00:d78:0:fd:193:176:144:164
bigwells01.ring.nlnog.net;22957;;;US;199.30.196.208;2620:8b:0:3ed::a
nessus01.ring.nlnog.net;47692;;;AT;77.244.245.74;2a02:1b8:10:16::2
teleweb01.ring.nlnog.net;48260;;;BE;185.77.198.16;2a03:1980:d0ff:0:185:77:198:16
edutel01.ring.nlnog.net;39309;;;NL;88.159.8.253;2a01:670:300:2::253
coloclue01.ring.nlnog.net;8283;;;NL;94.142.247.64;2a02:898:0:201::2
kordia01.ring.nlnog.net;24324;;;NZ;124.157.73.94;2404:6c00:1:f::2
amazon07.ring.nlnog.net;16509;;;BR;54.232.107.5;2804:800:0:3::36e8:6b05
kaiaglobal01.ring.nlnog.net;251;;;DE;95.141.20.62;2a02:b0:1048:1::2
netflix01.ring.nlnog.net;2906;;;US;198.45.56.12;2a00:86c0:ff0a:2906::12
go6lab01.ring.nlnog.net;198644;;;SI;91.239.96.18;2001:67c:27e4::b3f4
cloudcenter01.ring.nlnog.net;41993;;;FI;185.82.144.142;2a05:9100:20::15
hurricane01.ring.nlnog.net;6939;;;US;64.71.160.154;2001:470:0:292::2
solcon01.ring.nlnog.net;12414;;;NL;212.45.52.2;2001:9e0:400:53:212:45:52:2
etop01.ring.nlnog.net;20853;;;PL;80.72.36.210;2a00:c90:0:3::1:2
serverchoice01.ring.nlnog.net;50056;;;GB;178.18.123.233;2a01:8000::1:2
vertixo01.ring.nlnog.net;59545;;;NL;92.63.161.60;2a01:a680:a1:10:1:60::
amazon08.ring.nlnog.net;16509;;;AU;54.253.117.37;2403:b300:ff00::36fd:7525
leaseweb03.ring.nlnog.net;30633;;;US;192.96.206.13;2604:9a00:2100:af05:baaa::1
lchost01.ring.nlnog.net;25098;;;GB;213.230.217.125;2a01:70:1:217:2::125
rezopole01.ring.nlnog.net;43100;;;FR;77.95.70.165;2a03:9180:1:21::a5
interconnect01.ring.nlnog.net;9150;;;NL;212.83.212.122;2001:4018:1000:b::2
amazon06.ring.nlnog.net;16509;;;US;184.169.146.69;2620:107:300f::b8a9:9245
ntt01.ring.nlnog.net;2914;;;US;204.42.254.204;2001:418:0:7011:204:42:254:204
amazon09.ring.nlnog.net;16509;;;DE;54.93.158.247;2a01:578:13::365d:9ef7
upcloud01.ring.nlnog.net;202053;;;FI;185.26.50.99;2a04:3540:1000:310:a8aa:aaff:fea0:350d
one01.ring.nlnog.net;51468;;;DK;46.30.209.1;2a02:2350:1:1201::1
ualbany01.ring.nlnog.net;22990;;;US;169.226.252.20;2620:89:8000:38e::20
antagonist01.ring.nlnog.net;51696;;;NL;195.211.72.12;2a03:3c00:a001:4::2
tilaa01.ring.nlnog.net;196752;;;NL;46.19.36.12;2a02:2770::21a:4aff:feac:4576
viatel03.ring.nlnog.net;31122;;;GB;212.126.61.70;2a01:8aa0:0:ffff:20c:29ff:fe3f:d8e7
cyso01.ring.nlnog.net;25151;;;NL;93.94.224.87;2a01:518:1:58:2::2
ovh04.ring.nlnog.net;16276;;;CA;192.99.153.129;2607:5300:101:0:0:0:0:599
exnetworks01.ring.nlnog.net;35266;;;GB;46.30.8.23;2a01:b000:5:1::a
merit01.ring.nlnog.net;237;;;US;198.108.63.64;2001:48a8:6880:63::64
icanndns02.ring.nlnog.net;16876;;;US;192.0.46.158;2620:0:2830:203::158
imagine01.ring.nlnog.net;25441;;;IE;89.127.199.164;2001:4d68:4::a
surfnet01.ring.nlnog.net;1103;;;NL;192.42.123.22;2001:610:511:123:192:42:123:22
netground01.ring.nlnog.net;41445;;;NL;87.250.146.52;2a02:f18:1:9231:87:250:146:52
concepts-ict01.ring.nlnog.net;12871;;;NL;85.113.233.194;2001:838:76:20::2
1oconsulting01.ring.nlnog.net;60133;;;SE;91.198.135.45;2001:067c:0578:3::45
call2701.ring.nlnog.net;28920;;;GB;91.231.144.121;2a06:2e00::1:0:e0b7:4cda
suretec01.ring.nlnog.net;199659;;;GB;185.8.92.17;2a02:d540::b908:5c11
digitalocean01.ring.nlnog.net;202109;;;GB;178.62.52.116;2a03:b0c0:1:d0::101:d001
solido02.ring.nlnog.net;12617;;;LU;185.4.139.65;2a02:9d0:ff00:63::2
dyn01.ring.nlnog.net;33517;;;JP;103.11.200.254;2001:df0:258:300::beef
widexs01.ring.nlnog.net;12573;;;NL;213.206.104.156;2001:898:2000:d::4
amazon01.ring.nlnog.net;16509;;;US;23.21.176.87;2406:da00:ff00::1715:b057
veracity01.ring.nlnog.net;29933;;;US;69.169.190.151;2600:7400:e00:1::7
berkeley01.ring.nlnog.net;25;;;US;128.32.158.98;2607:f140:ffff:ff07::a
grnet01.ring.nlnog.net;5408;;;GR;62.217.125.248;2001:648:2ffc:113:dcdb:eeff:fe35:9c68
openit01.ring.nlnog.net;20261;;;DE;217.69.82.190;2001:aa8:ffeb::2
virtualone01.ring.nlnog.net;47474;;;GB;128.127.31.126;2a01:a000:0:5::10
onet01.ring.nlnog.net;12990;;;PL;141.105.16.129;2a02:c10:3f00:5::2
zensystems01.ring.nlnog.net;28717;;;DK;109.202.131.110;2a01:4f0:3:8::2
bahnhof01.ring.nlnog.net;8473;;;SE;195.178.185.171;2001:9b0:01:1107::2
quanza01.ring.nlnog.net;20769;;;NL;91.208.87.80;2a04:a500:1337:764:91:208:87:80
rcsrds01.ring.nlnog.net;8708;;;RO;82.76.255.222;2a02:2f0c:8000:f::2
linxtelecom01.ring.nlnog.net;3327;;;EE;195.222.12.126;2001:ad0:1400:1000::2
redpilllinpro01.ring.nlnog.net;39029;;;NO;87.238.49.250;2a02:c0:200:104::1
netnod01.ring.nlnog.net;8674;;;SE;185.42.136.4;2a01:3f0:0:63::4
mironet01.ring.nlnog.net;49983;;;CH;109.71.96.106;2a00:17E0:4000:7E2::6D47:606A
belwue01.ring.nlnog.net;553;;;DE;129.143.4.179;2001:7c0:701:23::2
ucsc01.ring.nlnog.net;5739;;;US;128.114.126.3;2607:f5f0:103:2::2
viatel02.ring.nlnog.net;31122;;;FR;46.183.108.2;2a01:8aa0:7f00:0:20c:29ff:fe60:bfac
citynetwork01.ring.nlnog.net;42695;;;SE;91.123.206.254;2a00:16d8:0:8::2
nonattached01.ring.nlnog.net;57821;;;DE;193.160.39.24;2001:67c:26f4:16::24
atechmedia01.ring.nlnog.net;60899;;;GB;185.22.208.142;2a00:67a0:a:2::142
lagis01.ring.nlnog.net;35369;;;AT;83.164.134.32;2a00:1860:101:fffe::1
seeweb01.ring.nlnog.net;12637;;;IT;85.94.202.10;2001:4b78:2100:3::1
heanet01.ring.nlnog.net;1213;;;IE;193.1.33.23;2001:770:1c:7::c101:2117
bredband201.ring.nlnog.net;29518;;;SE;82.209.169.88;2a00:1598:bb2::666
westnet01.ring.nlnog.net;39093;;;IE;88.81.98.3;2a02:3d8:0:ffff::3
selectel01.ring.nlnog.net;49505;;;RU;37.200.65.15;2a00:ab00:104:37:200:65:15:0
dataoppdrag01.ring.nlnog.net;49409;;;NO;95.141.83.106;2a02:f58:5:5::2
ripe atlas1;3265;3265;3265;NL;83.160.101.12;2001:981:6590:1:220:4aff:fec8:2532
ripe atlas2;3265;3265;3265;NL;83.163.50.165;2001:980:57a4:1:220:4aff:fec8:244a
ripe atlas3;3265;3265;3265;NL;83.163.239.181;2001:981:602b:1:220:4aff:fec8:2355
ripe atlas4;3265;3265;3265;NL;83.68.21.139;2001:984:aee9:6:220:4aff:fec8:2464
ripe atlas5;3333;3333;3333;NL;193.0.0.78;2001:67c:2e8:ffe2:220:4aff:fec6:cc9d
ripe atlas6;3333;3333;3333;NL;193.0.10.197;2001:67c:2e8:13:220:4aff:fec8:25d5
ripe atlas7;3333;3333;3333;NL;193.0.0.78;2001:67c:2e8:ffe2:220:4aff:fec6:cc6e
ripe atlas8;3265;3265;3265;NL;82.95.178.49;2001:980:1203:1:220:4aff:fec6:cc56
ripe atlas9;3265;3265;3265;NL;80.101.155.185;2001:981:88ba:1:220:4aff:febf:fd6f
ripe atlas10;199422;199422;199422;FR;77.95.64.13;2a03:9180:1:20:220:4aff:fec8:229c
ripe atlas11;5432;5432;5432;BE;91.180.37.127;2a02:a03f:1ce7:c00:220:4aff:fec8:231c
ripe atlas12;29492;29492;29492;NO;95.169.56.60;2a02:a18:7510:201:220:4aff:fec8:22d5
ripe atlas13;20621;20621;20621;DE;217.69.64.206;2001:aa8:fffe:3:220:4aff:fec8:2098
ripe atlas14;6734;6734;6734;IT;147.123.15.2;2a02:9a8:1:100:220:4aff:fec8:24ca
ripe atlas15;3303;3303;559;CH;46.14.191.101;2001:620:2010:103:220:4aff:fec8:254f
ripe atlas16;29562;29562;8820;DE;46.237.194.252;2a01:170:1120:1120:220:4aff:fec8:2756
ripe atlas17;3320;3320;4589;DE;84.172.132.168;2001:6f8:93d:0:220:4aff:fec8:230f
ripe atlas18;22773;22773;22773;SG;98.167.187.217;2600:8800:1600:e98:220:4aff:fec8:20ae
ripe atlas19;12859;12859;12859;NL;213.136.0.35;2001:7b8:610:0:220:4aff:fec8:24bd
ripe atlas20;2607;2607;2607;SK;192.108.131.3;2001:4118:100:1:220:4aff:fec8:227a
ripe atlas21;41164;41164;41164;NO;84.209.100.219;2a02:fe0:c410:483f:220:4aff:fec6:cd7a
ripe atlas22;2852;2852;2852;CZ;195.113.232.222;2001:718:1:10:220:4aff:fec8:25bc
ripe atlas23;39029;39029;39029;SE;87.238.56.246;2a02:c0:303::1
ripe atlas24;3303;3303;3303;CH;83.77.61.224;2a02:1205:34d3:de08:220:4aff:fec6:cbe6
ripe atlas25;12637;12637;12637;IT;85.94.192.29;2001:4b78:2:a:220:4aff:febf:fc46
ripe atlas26;29134;29134;29134;CZ;217.31.48.35;2001:1ab0:7e1e:c:220:4aff:fec8:239a
ripe atlas27;12637;12637;12637;IT;212.25.179.151;2001:4b78:1:f:220:4aff:fec8:22f6
ripe atlas28;8903;8903;8903;ES;212.49.129.251;2001:ac0::220:4aff:febf:fd49
ripe atlas29;6881;6881;6881;CZ;195.47.235.60;2a02:38::220:4aff:fec6:ccaf
ripe atlas30;29695;29695;29695;NO;109.247.190.65;2a01:79d:b7de:f904:220:4aff:fec8:23ca
ripe atlas31;25441;25441;1213;IE;87.192.78.152;2001:770:13f:0:220:4aff:fec8:2261
ripe atlas32;34244;34244;34244;SE;85.30.131.37;2a02:80:3fff:0:220:4aff:fec8:2710
ripe atlas33;6830;6830;6939;NL;77.249.28.253;2001:470:78dc:0:220:4aff:fec8:22a4
ripe atlas34;39309;39309;39309;NL;88.159.164.218;2a01:670:6aa4:da00:220:4aff:fec8:2099
ripe atlas35;766;766;766;ES;192.148.201.129;2001:720:418:caf7:220:4aff:fec6:cc71
ripe atlas36;7477;7477;45920;AU;180.181.142.103;2401:a400:c400:4300:220:4aff:fec8:22e1
ripe atlas37;4739;4739;4739;AU;59.167.217.120;2001:44b8:2156:2800:220:4aff:fec8:252a
ripe atlas38;12731;12731;12731;DE;213.128.135.169;2001:868:100:2c0:220:4aff:fec8:2518
ripe atlas39;2852;2852;2852;CZ;147.230.16.42;2001:718:1c01:16:220:4aff:fec8:24b5
ripe atlas40;4739;4739;4739;AU;203.16.208.142;2001:44b8:1121:1a00:220:4aff:fec8:245d
ripe atlas41;6083;6083;6083;ZA;160.124.48.190;2001:42a0:1000:48:220:4aff:fec8:2603
ripe atlas42;2497;2497;55391;JP;202.32.5.41;2409:10:100:300:220:4aff:fec8:2574
ripe atlas43;1103;1103;1103;NL;192.87.118.139;2001:610:514:118:220:4aff:febf:fdd4
ripe atlas44;3333;3333;3333;NL;193.0.0.78;2001:67c:2e8:ffe2:220:4aff:fec8:232a
ripe atlas45;2107;2107;2107;SI;193.2.63.13;2001:1470:8000:603:220:4aff:febf:fde6
ripe atlas46;8359;8359;8359;RU;195.34.46.43;2a02:28:2:a:220:4aff:fec8:22d6
ripe atlas47;137;137;137;IT;193.206.159.174;2001:760:0:159:220:4aff:fec8:250c
ripe atlas48;13030;13030;13030;CH;82.197.168.110;2001:1620:2777:21:220:4aff:fec6:cc8d
ripe atlas49;39912;39912;39912;AT;95.143.80.138;2a01:100:1028:0:220:4aff:fec8:24bc
ripe atlas50;20845;20845;41075;HU;78.131.93.176;2a01:270:dd00:300:220:4aff:fec8:23e1
ripe atlas51;5089;5089;6939;GB;86.24.149.236;2001:470:9579:1111:220:4aff:fec8:248c
ripe atlas52;13188;13188;6939;UA;109.86.33.240;2001:470:d4b6:1:220:4aff:fec8:2471
ripe atlas53;45345;45345;45345;NC;115.126.160.235;2404:e400:b:213:220:4aff:fec8:25b2
ripe atlas54;39554;39554;16150;DK;90.184.94.86;2001:16d8:dda1:0:220:4aff:fec8:25be
ripe atlas55;38299;38299;38299;NZ;210.7.44.28;2404:138:44:0:220:4aff:fec8:20a0
ripe atlas56;2518;2518;2516;JP;125.195.72.227;240b:10:27c0:1f0:220:4aff:fec8:2318
www.academic-network-security-research.net.in.tum.de;56357;;;DE;188.95.234.6;2a00:4700::3:230:48ff:fedf:433c
account.net.in.tum.de.;12816;;;DE;131.159.15.26;2001:4ca0:2001:13:216:3eff:fead:288c
acn.net.in.tum.de.;12816;;;DE;131.159.15.21;2001:4ca0:2001:13:216:3eff:fec7:6d64
alamos.net.in.tum.de.;12816;;;DE;131.159.20.85;2001:4ca0:2001:11:f2de:f1ff:fe9b:57e2
alcatraz.net.in.tum.de.;12816;;;DE;131.159.15.50;2001:4ca0:2001:13:225:90ff:fe10:e7f4
amygdala.net.in.tum.de.;12816;;;DE;131.159.20.243;2001:4ca0:2001:11:225:90ff:fe7a:cb82
antigone.net.in.tum.de.;12816;;;DE;131.159.20.165;2001:4ca0:2001:11:225:90ff:fe73:604
archibelausch.net.in.tum.de.;12816;;;DE;131.159.14.82;2001:4ca0:2001:10:eea8:6bff:fef4:b705
archipelago.net.in.tum.de.;12816;;;DE;131.159.14.83;2001:4ca0:2001:10:ba27:ebff:fe43:c805
arro.net.in.tum.de.;12816;;;DE;131.159.20.190;2001:4ca0:2001:11:2ad2:44ff:fe60:6a84
bendigo.bb.as.net.in.tum.de.;56357;;;DE;188.95.232.71;2a00:4700:0:1::7
cadell.bb.as.net.in.tum.de.;56357;;;DE;188.95.232.65;2a00:4700:0:1::1
carandiru.bb.as.net.in.tum.de. ;56357;;;DE;188.95.232.73;2a00:4700:0:1::9
cooma.bb.as.net.in.tum.de.;56357;;;DE;188.95.232.72;2a00:4700:0:1::8
bldngdroid.net.in.tum.de.;12816;;;DE;131.159.14.59;2001:4ca0:2001:10:216:3eff:fe9c:a259
bozen.net.in.tum.de.;56357;;;DE;188.95.234.6;2a00:4700::3:230:48ff:fedf:433c
dns1.net.in.tum.de.;12816;;;DE;131.159.14.197;2001:4ca0:2001:17::197
email.net.in.tum.de.;12816;;;DE;131.159.15.232;2001:4ca0:2001:14:216:3eff:fe2d:94ba
endlager.net.in.tum.de.;12816;;;DE;131.159.15.228;2001:4ca0:2001:14:216:3eff:fe28:64c3
ilab2.net.in.tum.de.;12816;;;DE;131.159.15.37;2001:4ca0:2001:13:216:3eff:fea4:44a8
ilab-control.net.in.tum.de.;12816;;;DE;131.159.15.60;2001:4ca0:2001:13:be5f:f4ff:fe4a:4917
scylla.net.in.tum.de.;12816;;;DE;131.159.20.11;2001:4ca0:2001:11::2
www.net.in.tum.de.;12816;;;DE;131.159.15.49;2001:4ca0:2001:13:250:56ff:fe9d:955
pki.net.in.tum.de.;12816;;;DE;131.159.15.54;2001:4ca0:2001:13:216:3eff:fe30:d8c7
www.first-colo.net.Â  ;44066;;;DE;212.224.70.17;2a01:7e0::212:224:70:17
ams.first-colo.net.;44066;;;DE;212.224.70.15;2a01:7e0::212:224:70:15
